Data,Produto,Vendedor,Quantidade,Valor
2024-02-24,Mouse,Diego,5,3378
2025-04-06,Notebook,Bruno,3,1703
2026-11-01,Mouse,Rodrigo,4,2319
2024-01-01,Teclado,André,6,731
2026-08-16,Mouse,Priscila,9,2068
2025-02-21,Monitor,Ana,8,902
2025-10-04,Headset,Priscila,1,4486
2026-08-03,Notebook,Bruno,5,1954
2026-08-15,Notebook,Diego,3,4195
2025-10-13,Monitor,Tatiane,1,2154
2025-10-14,Headset,Beatriz,4,4506
2024-01-17,Mouse,Felipe,7,4305
2025-06-11,Monitor,Rafael,5,2082
2026-12-30,Mouse,Felipe,8,2457
2026-03-02,Headset,Carlos,10,1964
2024-04-16,Mouse,Lucas,5,4153
2026-08-02,Headset,Pedro,9,499
2025-11-11,Monitor,Renata,1,1208
2024-05-22,Mouse,Maria,2,2959
2025-12-21,Mouse,Fernanda,3,1291
2024-04-22,Teclado,Beatriz,2,2336
2026-04-30,Monitor,André,10,3200
2024-03-11,Mouse,Amanda,6,1894
2024-06-08,Headset,Larissa,7,4017
2025-09-06,Notebook,Juliana,7,3868
2024-05-13,Teclado,Vinícius,4,3274
2024-06-19,Monitor,André,8,968
2025-07-24,Teclado,Priscila,7,1391
2026-10-10,Headset,Tatiane,10,646
2026-04-08,Notebook,Maria,5,571
2025-08-05,Monitor,Aline,1,4860
2024-08-19,Monitor,Rodrigo,9,1281
2024-01-16,Mouse,Gabriel,7,204
2026-06-26,Monitor,Amanda,3,305
2025-12-08,Monitor,Camila,3,3214
2025-08-02,Mouse,Mariana,6,1393
2025-08-26,Teclado,Beatriz,7,1423
2026-07-11,Notebook,Eduardo,3,3192
2024-05-18,Monitor,Ana,9,969
2024-09-11,Mouse,Patrícia,7,2976
2026-10-15,Teclado,Lucas,7,2108
2026-03-15,Monitor,Aline,3,1726
2024-01-04,Notebook,Amanda,9,1768
2024-10-04,Mouse,Gabriel,2,415
2025-04-04,Mouse,Juliana,5,1509
2026-03-02,Notebook,Maria,10,2226
2024-07-07,Mouse,Juliana,10,1544
2025-10-08,Teclado,Aline,5,2555
2024-09-27,Monitor,Priscila,4,909
2026-03-03,Notebook,Juliana,10,1047
2026-07-10,Monitor,Eduardo,5,1891
2026-11-17,Headset,Ana,1,1562
2024-12-23,Monitor,Larissa,3,4077
2025-10-07,Monitor,Priscila,8,3902
2026-03-24,Headset,Bruno,8,2020
2025-05-07,Monitor,Camila,4,3080
2025-11-27,Headset,Juliana,4,3473
2024-08-30,Monitor,Juliana,3,4283
2024-10-12,Teclado,Beatriz,5,3789
2025-01-18,Notebook,Fernanda,7,98
2026-03-16,Headset,Patrícia,4,1635
2025-11-09,Mouse,Tatiane,1,4132
2024-04-13,Notebook,Lucas,6,2573
2024-12-27,Notebook,Eduardo,2,1570
2025-11-05,Teclado,Rafael,9,541
2026-05-28,Notebook,Felipe,1,4429
2025-12-08,Headset,Marcelo,10,2428
2026-04-18,Headset,Rodrigo,9,1623
2026-12-09,Teclado,Patrícia,8,4372
2026-08-16,Headset,Diego,9,1082
2024-11-21,Notebook,Priscila,10,597
2026-04-23,Teclado,Aline,5,404
2024-07-01,Notebook,Marcelo,10,4895
2024-04-25,Notebook,Fernanda,3,2261
2026-07-10,Notebook,Renata,4,3823
2026-11-24,Monitor,Beatriz,7,1872
2026-10-11,Notebook,Gabriel,3,403
2024-06-19,Notebook,Patrícia,4,2565
2026-04-26,Monitor,Beatriz,1,3125
2025-06-07,Notebook,João,9,3744
2026-12-29,Notebook,Larissa,3,2441
2026-11-06,Mouse,Mariana,2,2653
2026-02-15,Mouse,Marcelo,8,389
2025-03-31,Mouse,Fernanda,10,1059
2024-03-06,Mouse,Gabriel,7,1061
2026-07-17,Teclado,Juliana,1,2369
2024-02-14,Mouse,Beatriz,1,880
2025-01-15,Notebook,Vanessa,5,2455
2024-09-20,Notebook,Marcelo,10,2334
2025-01-13,Headset,Vinícius,3,3023
2024-09-21,Teclado,Maria,5,4902
2025-02-04,Notebook,Fernanda,7,4522
2024-07-25,Headset,Rodrigo,4,2673
2026-01-27,Monitor,Eduardo,5,781
2026-12-29,Notebook,André,3,3162
2026-04-02,Mouse,Mariana,7,146
2024-02-05,Mouse,Rafael,3,3482
2024-04-09,Notebook,Bruno,8,4723
2026-01-22,Mouse,Tatiane,4,732
2024-08-22,Mouse,Thiago,8,4356
2025-01-06,Monitor,Diego,2,3864
2026-07-29,Notebook,Amanda,5,241
2026-07-23,Headset,Fernanda,8,2635
2026-01-26,Monitor,Ana,8,3715
2026-11-09,Teclado,Mariana,4,4598
2026-06-05,Notebook,Rafael,7,4172
2025-07-24,Mouse,Tatiane,6,2401
2025-01-21,Headset,Camila,1,264
2026-10-16,Mouse,Maria,1,1405
2026-03-07,Teclado,Camila,1,2638
2026-08-18,Monitor,Beatriz,6,2443
2024-10-17,Notebook,Mariana,4,4806
2024-01-05,Mouse,Beatriz,8,4135
2025-06-13,Mouse,Priscila,1,3783
2024-06-07,Mouse,Gabriel,6,179
2026-07-03,Monitor,André,4,3140
2026-11-17,Monitor,Patrícia,5,601
2024-06-22,Notebook,Larissa,4,608
2026-01-02,Teclado,Eduardo,10,2272
2024-05-26,Monitor,Camila,8,3486
2025-05-04,Mouse,Patrícia,1,1938
2025-05-20,Headset,Amanda,9,189
2026-01-21,Teclado,Eduardo,3,538
2025-08-23,Headset,João,8,3556
2026-02-09,Mouse,Ana,6,222
2025-10-02,Monitor,André,1,3598
2026-01-16,Teclado,André,8,4170
2026-02-28,Monitor,Felipe,2,397
2026-12-15,Monitor,Larissa,6,1422
2024-06-05,Headset,Bruno,6,2792
2024-12-17,Headset,Bruno,6,2338
2026-08-22,Notebook,Ana,5,3281
2024-12-16,Headset,Rodrigo,6,3278
2024-12-06,Monitor,Marcelo,7,1246
2026-10-10,Headset,Gabriel,1,3174
2024-01-22,Headset,Renata,7,1253
2024-01-06,Monitor,Rafael,1,193
2024-05-09,Headset,João,1,393
2024-06-27,Monitor,Mariana,10,2943
2025-12-21,Mouse,Rodrigo,2,3036
2024-02-10,Monitor,Eduardo,5,3936
2024-05-12,Notebook,Pedro,5,471
2025-12-23,Notebook,Eduardo,7,3820
2024-01-27,Mouse,Camila,5,3231
2025-07-13,Teclado,Marcelo,9,2239
2024-07-04,Headset,Diego,1,4201
2026-11-07,Headset,Juliana,4,210
2026-06-25,Teclado,Camila,4,2586
2025-06-06,Mouse,Vinícius,5,4774
2025-09-19,Notebook,Fernanda,5,1644
2025-01-04,Teclado,Fernanda,5,1701
2026-03-20,Teclado,Thiago,2,1978
2024-07-11,Mouse,Pedro,5,120
2024-02-26,Mouse,Rodrigo,7,2002
2025-03-16,Monitor,Diego,5,1575
2025-07-08,Monitor,Aline,6,258
2026-05-09,Notebook,Pedro,9,4080
2025-12-12,Mouse,Vinícius,9,2366
2026-04-30,Notebook,Rodrigo,8,1447
2026-09-15,Notebook,Juliana,1,3556
2025-05-06,Mouse,Camila,8,3318
2025-06-18,Teclado,Carlos,3,4557
2024-03-16,Notebook,Priscila,7,1948
2025-08-10,Notebook,Carlos,1,124
2026-10-24,Teclado,Aline,10,3412
2024-12-23,Teclado,Pedro,6,3165
2024-07-06,Monitor,João,4,4835
2024-11-03,Mouse,Amanda,1,3236
2026-07-08,Notebook,Lucas,9,142
2024-10-10,Teclado,Bruno,2,1942
2025-10-27,Teclado,Vinícius,2,3020
2025-11-12,Mouse,Tatiane,5,2087
2026-02-09,Monitor,Juliana,4,3457
2024-06-21,Headset,Mariana,10,1819
2026-02-15,Notebook,Vinícius,6,888
2024-10-26,Teclado,Fernanda,4,4980
2026-02-20,Headset,Tatiane,5,2115
2025-07-09,Teclado,Amanda,3,121
2026-11-14,Notebook,Carlos,9,718
2026-09-26,Teclado,Diego,10,2931
2024-07-01,Headset,Amanda,5,2356
2025-07-24,Headset,Rafael,1,4830
2025-08-22,Notebook,Tatiane,4,403
2025-11-03,Headset,Mariana,5,4472
2025-03-08,Teclado,Aline,3,3613
2025-10-10,Headset,Patrícia,8,3195
2025-02-12,Notebook,Marcelo,6,342
2025-05-07,Mouse,Pedro,8,1412
2026-06-14,Notebook,Lucas,8,2584
2024-05-29,Mouse,Thiago,4,4235
2026-12-24,Mouse,Pedro,4,4001
2026-09-01,Notebook,Tatiane,1,1156
2025-12-11,Monitor,Gabriel,8,701
2024-06-12,Headset,João,9,4332
2024-04-16,Mouse,Rafael,10,1758
2026-12-27,Headset,Priscila,2,1823
2026-06-09,Mouse,Patrícia,10,4787
2026-02-28,Monitor,Rodrigo,6,379
2025-03-14,Headset,Priscila,4,3368
2024-01-06,Headset,Rafael,6,963
2026-09-18,Teclado,Gabriel,3,3207
2024-11-04,Mouse,Thiago,1,3760
2026-05-10,Mouse,Eduardo,1,1878
2026-07-16,Teclado,Amanda,4,3356
2026-11-24,Mouse,Rafael,7,3488
2025-01-30,Headset,Vanessa,10,2718
2025-08-15,Monitor,Maria,3,1296
2025-11-28,Monitor,Rafael,1,261
2025-03-12,Teclado,Amanda,7,379
2025-12-31,Headset,Eduardo,7,2840
2024-07-31,Monitor,Diego,3,1323
2024-08-28,Mouse,Beatriz,8,2820
2024-10-01,Headset,Pedro,3,4949
2025-10-21,Notebook,Larissa,10,4629
2026-03-10,Notebook,Camila,5,2207
2024-12-28,Teclado,Maria,5,1559
2026-03-10,Headset,André,10,4088
2024-09-22,Mouse,Carlos,7,4185
2024-08-19,Notebook,Larissa,1,274
2024-12-21,Mouse,Marcelo,1,1124
2026-08-13,Headset,João,7,526
2024-07-10,Headset,Mariana,9,3019
2026-09-30,Monitor,Thiago,4,1565
2026-05-20,Notebook,Marcelo,9,3552
2025-09-13,Teclado,Eduardo,2,2544
2025-05-29,Mouse,Bruno,9,1058
2024-05-21,Monitor,Pedro,1,265
2026-02-01,Monitor,Fernanda,5,1412
2026-11-14,Mouse,Ana,2,1440
2026-03-15,Notebook,Camila,5,2928
2024-02-07,Teclado,Rafael,7,79
2024-05-07,Notebook,Vanessa,7,465
2026-06-05,Mouse,Mariana,8,1048
2025-07-03,Monitor,Diego,10,291
2024-05-23,Headset,Rafael,4,823
2024-04-23,Teclado,Aline,10,4152
2024-05-09,Notebook,Thiago,2,628
2026-09-22,Mouse,Marcelo,6,3479
2025-11-08,Teclado,Pedro,9,4164
2025-04-27,Teclado,Maria,8,3570
2026-12-29,Headset,Rafael,3,4310
2025-07-23,Notebook,Amanda,9,3102
2026-03-17,Mouse,Juliana,1,2792
2024-01-02,Notebook,Rodrigo,10,2121
2026-10-20,Headset,Lucas,3,432
2024-04-24,Teclado,Vinícius,8,4221
2026-01-08,Monitor,Fernanda,10,357
2024-02-10,Notebook,Aline,7,4508
2025-01-16,Notebook,Vinícius,7,1288
2026-03-30,Notebook,Thiago,5,1777
2026-03-06,Mouse,Thiago,7,860
2024-12-26,Headset,André,9,1492
2024-11-26,Notebook,Eduardo,6,4518
2024-02-29,Headset,Aline,4,2149
2025-01-25,Headset,Fernanda,8,1930
2026-04-27,Notebook,Gabriel,8,1302
2024-06-22,Teclado,Camila,10,4031
2026-04-29,Notebook,Camila,9,3953
2026-04-29,Monitor,Vinícius,1,1639
2026-06-28,Mouse,Eduardo,1,3565
2025-12-28,Teclado,Camila,8,2630
2024-07-08,Mouse,Beatriz,2,4610
2025-06-02,Headset,Vinícius,5,62
2025-11-08,Teclado,Pedro,2,4708
2026-07-14,Mouse,Vanessa,2,2416
2024-01-23,Monitor,Pedro,9,3194
2026-09-30,Monitor,Thiago,7,3844
2024-07-05,Mouse,Bruno,3,3065
2025-03-26,Mouse,Vinícius,2,1207
2025-07-16,Headset,Rafael,8,1298
2026-03-12,Teclado,Pedro,7,2071
2025-06-22,Monitor,Priscila,10,437
2025-07-30,Notebook,Vanessa,2,1431
2026-11-10,Mouse,Priscila,7,3260
2024-02-29,Mouse,Amanda,4,2977
2024-02-06,Headset,Renata,4,3637
2025-09-01,Headset,Thiago,6,933
2025-08-30,Mouse,Rodrigo,8,1256
2024-08-10,Teclado,Diego,7,4831
2025-12-05,Monitor,Felipe,10,3128
2026-01-27,Mouse,Eduardo,8,2172
2026-02-12,Mouse,André,3,4306
2025-04-03,Teclado,Bruno,3,537
2024-10-10,Monitor,Amanda,3,1718
2024-12-10,Notebook,Maria,8,3353
2026-11-20,Headset,Carlos,7,4554
2025-03-12,Mouse,Camila,10,2179
2024-07-22,Teclado,Priscila,7,2742
2026-11-23,Teclado,Tatiane,8,213
2026-11-29,Teclado,Vanessa,3,1259
2025-11-02,Mouse,João,1,2559
2025-09-02,Notebook,Renata,2,1126
2026-07-20,Notebook,João,5,4811
2026-10-28,Teclado,Vanessa,7,2353
2025-10-06,Notebook,Felipe,1,3514
2025-12-31,Headset,Larissa,5,3151
2025-11-30,Notebook,Carlos,3,257
2024-03-20,Monitor,Patrícia,4,4358
2026-05-31,Notebook,Diego,6,4883
2025-10-09,Monitor,Felipe,2,910
2026-01-13,Mouse,Priscila,8,1108
2024-10-08,Monitor,Priscila,4,4393
2024-10-02,Teclado,Renata,5,2829
2025-01-17,Mouse,Thiago,8,3171
2025-10-13,Monitor,Marcelo,8,4419
2024-01-16,Headset,Maria,4,3781
2026-01-14,Monitor,Vanessa,3,3784
2026-11-19,Notebook,Pedro,1,750
2026-01-27,Teclado,Gabriel,8,3085
2026-11-07,Notebook,Larissa,9,4965
2025-03-06,Notebook,Vanessa,1,320
2024-07-28,Mouse,Beatriz,10,872
2026-12-30,Monitor,Aline,6,1008
2025-10-17,Monitor,Camila,4,3439
2026-07-09,Monitor,Rafael,9,1855
2025-10-26,Mouse,Rafael,2,1688
2024-01-11,Monitor,Vinícius,4,2173
2024-12-16,Headset,Ana,3,4934
2024-01-25,Mouse,Pedro,6,4392
2025-06-25,Headset,Rafael,6,3186
2024-04-17,Monitor,Marcelo,9,702
2025-01-06,Teclado,Aline,8,874
2025-12-30,Headset,Mariana,4,1999
2024-08-09,Notebook,Pedro,5,638
2025-09-04,Monitor,João,7,4911
2025-04-09,Mouse,Eduardo,3,2345
2024-12-17,Notebook,Pedro,3,249
2025-12-27,Teclado,Lucas,5,1766
2026-10-28,Mouse,Marcelo,1,4899
2026-09-11,Monitor,Bruno,1,888
2024-09-30,Headset,Pedro,5,2009
2025-01-28,Headset,Juliana,9,2317
2025-03-14,Teclado,Maria,7,1348
2025-01-26,Monitor,Vinícius,5,1406
2024-07-23,Mouse,Tatiane,9,2460
2025-11-14,Teclado,Camila,6,3041
2025-06-13,Monitor,Marcelo,8,4560
2026-12-07,Teclado,Camila,8,1415
2025-12-29,Monitor,Eduardo,5,4760
2025-11-15,Teclado,Camila,3,4888
2025-11-19,Notebook,Camila,7,3734
2026-11-17,Monitor,Amanda,3,3500
2025-07-21,Headset,Lucas,9,4391
2026-03-19,Mouse,Carlos,2,2877
2025-06-28,Monitor,André,7,1686
2024-12-05,Mouse,Carlos,9,1115
2025-06-21,Teclado,Beatriz,10,1732
2026-01-15,Mouse,Felipe,4,4353
2024-06-17,Notebook,Maria,9,4832
2024-11-18,Monitor,Beatriz,4,1443
2026-06-16,Notebook,Vinícius,10,4345
2024-12-13,Mouse,Beatriz,6,192
2026-01-21,Mouse,Patrícia,5,4509
2024-05-24,Teclado,Rafael,8,3408
2025-05-28,Mouse,Carlos,2,1521
2026-05-26,Teclado,Juliana,1,3300
2025-04-30,Headset,Aline,6,4795
2024-02-13,Teclado,Vinícius,3,802
2025-12-20,Monitor,João,9,4160
2024-10-04,Mouse,Diego,2,3299
2025-11-29,Mouse,Vanessa,2,2988
2025-09-18,Teclado,Thiago,9,3347
2026-05-14,Headset,Vanessa,1,4339
2026-01-30,Mouse,Carlos,9,4843
2026-12-22,Monitor,Rodrigo,10,3365
2025-02-08,Notebook,Beatriz,10,143
2025-05-22,Mouse,Vanessa,1,4653
2024-05-08,Teclado,Eduardo,5,633
2026-10-17,Teclado,Patrícia,5,928
2024-12-23,Notebook,Thiago,2,2951
2025-08-10,Monitor,Fernanda,6,2427
2025-05-22,Notebook,Felipe,6,498
2024-02-12,Mouse,Juliana,4,2680
2026-04-23,Headset,João,2,3038
2025-12-09,Monitor,Pedro,7,4605
2025-07-21,Notebook,Thiago,4,2997
2026-10-17,Mouse,Rodrigo,5,1780
2025-12-30,Mouse,Bruno,6,2530
2025-10-05,Mouse,Bruno,10,66
2024-04-12,Mouse,Camila,7,4147
2024-04-08,Headset,Vinícius,9,244
2024-04-19,Headset,Vanessa,2,1594
2025-12-11,Mouse,Patrícia,7,153
2024-11-23,Notebook,Gabriel,9,1484
2024-03-15,Teclado,Rafael,5,3781
2026-08-08,Headset,Rafael,10,2885
2026-04-20,Headset,Camila,6,4255
2024-07-24,Mouse,Patrícia,2,1033
2026-06-11,Teclado,Gabriel,1,4966
2024-04-09,Monitor,Amanda,2,2154
2024-11-23,Mouse,Patrícia,3,4521
2025-02-14,Mouse,Pedro,6,1011
2024-10-03,Notebook,Maria,4,4952
2026-12-24,Monitor,Mariana,10,1053
2026-01-14,Monitor,Mariana,5,3999
2024-02-12,Headset,Juliana,9,1897
2025-08-04,Mouse,Renata,9,515
2026-11-11,Headset,Ana,7,610
2026-12-14,Notebook,Diego,9,1019
2026-01-16,Headset,Priscila,3,3361
2024-11-27,Notebook,Eduardo,4,1624
2026-07-31,Notebook,Thiago,5,2962
2024-02-06,Monitor,Carlos,1,537
2025-01-25,Notebook,Marcelo,2,139
2024-10-13,Teclado,Vanessa,8,1570
2025-02-25,Notebook,Tatiane,9,1204
2025-02-28,Teclado,Rafael,6,4140
2024-11-18,Notebook,Juliana,9,4813
2024-09-12,Teclado,Mariana,4,4621
2024-09-12,Teclado,Patrícia,9,477
2026-10-17,Teclado,Diego,6,4737
2025-10-24,Mouse,Amanda,8,2092
2026-01-01,Mouse,Maria,9,3688
2024-03-20,Headset,Vanessa,4,4993
2024-01-18,Headset,Eduardo,9,2873
2026-12-04,Teclado,Mariana,6,3177
2025-07-27,Notebook,Tatiane,9,1921
2024-12-28,Monitor,Rafael,6,3928
2025-01-23,Teclado,Fernanda,1,4264
2025-10-01,Teclado,Larissa,5,4110
2024-09-24,Mouse,Juliana,6,961
2024-04-27,Monitor,Lucas,9,4817
2026-11-22,Notebook,Vanessa,1,3401
2024-05-06,Headset,Lucas,7,2433
2024-08-21,Teclado,Thiago,5,331
2026-05-30,Headset,Vinícius,10,420
2024-08-28,Mouse,Ana,10,1402
2025-10-15,Monitor,João,4,4047
2026-09-02,Mouse,Felipe,5,2271
2025-10-15,Notebook,Thiago,5,3436
2025-07-06,Monitor,Priscila,9,3476
2025-02-22,Headset,Maria,4,1936
2024-10-31,Teclado,Juliana,1,4818
2025-05-07,Mouse,Beatriz,10,1138
2024-12-24,Headset,Vanessa,10,1920
2026-04-02,Monitor,Gabriel,5,283
2025-07-04,Teclado,Beatriz,8,124
2025-12-10,Mouse,Camila,3,2605
2026-07-30,Notebook,Amanda,8,3981
2025-12-11,Notebook,Aline,3,4689
2025-02-08,Mouse,Felipe,10,4635
2024-06-03,Monitor,Marcelo,4,3415
2025-08-08,Notebook,Priscila,9,2364
2025-05-12,Monitor,Bruno,1,1658
2026-02-19,Monitor,Rodrigo,8,4673
2025-06-26,Notebook,Fernanda,9,2935
2025-01-29,Mouse,Vinícius,10,2967
2024-08-17,Mouse,Vanessa,4,464
2024-11-30,Teclado,Vanessa,4,4255
2024-10-10,Monitor,Fernanda,5,634
2024-05-26,Mouse,Gabriel,6,422
2024-04-25,Monitor,Gabriel,7,469
2024-06-15,Headset,Diego,10,217
2026-12-04,Teclado,Felipe,1,1036
2024-03-12,Mouse,Rafael,3,3774
2024-08-11,Monitor,Mariana,2,341
2024-06-26,Headset,Vinícius,8,3818
2025-01-14,Mouse,Vanessa,7,2175
2024-08-05,Mouse,Thiago,8,382
2024-11-28,Mouse,Amanda,4,1938
2026-08-03,Monitor,Pedro,10,1401
2024-11-16,Teclado,Gabriel,10,4318
2026-12-30,Headset,Tatiane,1,557
2025-01-22,Teclado,Vanessa,1,4689
2024-01-16,Headset,Beatriz,6,4726
2024-01-25,Headset,Pedro,5,4486
2026-05-03,Notebook,Amanda,1,99
2025-04-18,Teclado,Renata,6,3700
2025-08-11,Teclado,Camila,1,4850
2025-01-05,Headset,Pedro,6,2921
2025-08-10,Headset,Amanda,3,4025
2025-09-26,Monitor,Rodrigo,3,3989
2025-02-21,Monitor,Mariana,2,162
2025-10-13,Teclado,Priscila,7,1336
2026-09-14,Teclado,Bruno,5,697
2026-05-14,Teclado,Rodrigo,7,819
2025-03-26,Monitor,Vinícius,1,2214
2025-10-08,Teclado,Larissa,9,1300
2024-03-18,Headset,Ana,4,2992
2026-01-30,Monitor,Vinícius,3,2240
2024-04-03,Monitor,Marcelo,9,4463
2025-10-09,Teclado,Gabriel,5,609
2024-08-24,Teclado,João,8,4591
2024-01-09,Monitor,Bruno,7,3722
2024-04-30,Mouse,Vanessa,6,1998
2024-07-27,Mouse,Eduardo,1,2844
2026-07-10,Notebook,Felipe,4,2764
2026-05-07,Headset,Tatiane,4,4842
2024-08-24,Notebook,Juliana,2,3458
2024-03-17,Headset,João,8,4884
2026-07-07,Notebook,Vinícius,10,2945
2024-09-25,Mouse,Tatiane,1,697
2026-02-01,Teclado,Patrícia,4,1670
2025-03-28,Monitor,Patrícia,3,416
2026-01-25,Teclado,Tatiane,10,4793
2024-04-27,Teclado,André,3,3285
2025-07-05,Headset,Maria,4,707
2026-06-25,Notebook,Bruno,3,2815
2024-02-07,Mouse,Pedro,5,449
2024-12-07,Mouse,Fernanda,2,4642
2024-01-24,Monitor,Camila,1,851
2026-08-13,Monitor,Rodrigo,3,4740
2026-12-29,Headset,Marcelo,3,1497
2025-07-17,Teclado,Patrícia,10,1087
2025-05-30,Mouse,Amanda,6,1593
2026-06-27,Monitor,Bruno,8,3121
2026-03-22,Monitor,Priscila,9,960
2026-10-05,Notebook,Rodrigo,6,3432
2026-10-11,Teclado,Priscila,7,3440
2026-06-27,Mouse,Gabriel,7,3451
2026-06-09,Teclado,Maria,2,2570
2024-11-05,Teclado,Beatriz,2,3206
2026-01-03,Headset,Gabriel,8,3938
2025-04-27,Notebook,Larissa,7,1637
2024-03-27,Monitor,Renata,5,2862
2026-04-13,Teclado,Carlos,5,3206
2024-09-06,Monitor,Eduardo,8,164
2025-11-17,Teclado,Felipe,1,4236
2024-09-18,Mouse,Bruno,3,2740
2026-11-02,Teclado,Rodrigo,9,1705
2024-06-11,Notebook,Tatiane,4,1633
2025-08-30,Mouse,Pedro,1,1063
2026-09-26,Notebook,Diego,5,4734
2025-02-24,Headset,Tatiane,2,525
2026-11-14,Notebook,Gabriel,9,4270
2025-12-23,Teclado,Camila,2,3529
2025-08-01,Headset,Felipe,1,2143
2025-07-04,Headset,Aline,9,568
2025-09-28,Mouse,Camila,3,1253
2026-06-22,Notebook,Camila,8,395
2025-11-07,Notebook,André,8,3171
2025-03-05,Headset,Vinícius,5,4940
2026-05-31,Mouse,João,10,303
2024-04-14,Notebook,João,9,4601
2025-03-16,Headset,Felipe,1,1781
2026-06-18,Teclado,Marcelo,8,4690
2025-12-10,Notebook,Bruno,3,2563
2026-08-12,Monitor,Felipe,3,4585
2025-05-23,Monitor,Rafael,10,3965
2025-01-21,Monitor,Eduardo,2,2987
2026-06-16,Notebook,Maria,6,4978
2026-01-04,Teclado,Vinícius,6,1033
2026-04-08,Headset,Aline,8,2072
2025-09-02,Mouse,Marcelo,7,2796
2026-12-16,Monitor,Vinícius,7,574
2024-10-28,Notebook,Gabriel,4,4607
2025-07-23,Teclado,Amanda,6,3447
2025-05-31,Teclado,Eduardo,5,1592
2024-01-24,Headset,Rodrigo,9,3354
2025-01-17,Headset,Juliana,10,103
2024-02-09,Notebook,Bruno,3,164
2025-07-18,Mouse,Felipe,1,4248
2024-01-24,Teclado,Bruno,7,4955
2026-03-26,Teclado,Lucas,1,3412
2026-11-26,Monitor,Patrícia,5,250
2024-05-04,Monitor,Rafael,2,1819
2024-09-11,Monitor,Bruno,7,3916
2024-03-10,Headset,Marcelo,4,2623
2024-10-05,Headset,Eduardo,8,656
2025-11-07,Headset,Maria,8,1651
2024-05-10,Notebook,Fernanda,6,3278
2026-06-13,Mouse,Mariana,10,2320
2024-06-22,Teclado,Felipe,5,3507
2024-06-10,Monitor,Larissa,6,54
2026-08-24,Notebook,Gabriel,6,3325
2026-07-06,Notebook,Rodrigo,3,2493
2026-12-06,Notebook,Rodrigo,7,866
2025-01-05,Notebook,Tatiane,10,2961
2025-02-23,Notebook,Thiago,3,2273
2026-03-05,Mouse,Eduardo,10,3104
2026-05-31,Monitor,Renata,3,2237
2024-04-30,Mouse,Carlos,5,2882
2025-12-29,Mouse,Aline,8,4666
2024-01-31,Headset,Eduardo,7,3656
2026-01-12,Headset,Eduardo,10,3310
2025-01-15,Mouse,Rafael,7,2443
2024-10-22,Mouse,Eduardo,1,2554
2025-10-27,Headset,Diego,4,2609
2024-03-06,Headset,Thiago,6,894
2025-10-26,Headset,Beatriz,9,778
2025-09-09,Mouse,Mariana,3,876
2026-07-06,Teclado,João,3,2862
2024-07-11,Teclado,Maria,5,4573
2025-10-31,Teclado,Camila,8,713
2024-03-05,Headset,Fernanda,6,1111
2026-06-20,Mouse,Eduardo,5,3882
2026-07-12,Headset,Gabriel,10,232
2025-04-08,Notebook,Mariana,7,2635
2025-12-13,Notebook,Eduardo,8,1583
2025-02-11,Notebook,Juliana,7,3759
2026-09-20,Monitor,Carlos,7,2629
2024-03-08,Notebook,Fernanda,10,3129
2024-11-22,Mouse,André,6,4635
2025-11-21,Headset,Bruno,9,135
2024-02-27,Headset,Fernanda,10,910
2025-12-04,Headset,João,9,3457
2026-01-21,Teclado,Fernanda,2,3256
2024-12-26,Teclado,João,8,3867
2024-07-25,Monitor,Thiago,3,1190
2025-11-15,Notebook,Carlos,6,2761
2026-01-14,Notebook,Thiago,10,3457
2024-06-05,Mouse,Mariana,7,4647
2024-05-02,Monitor,Maria,2,122
2024-03-11,Monitor,Thiago,1,3406
2025-08-15,Teclado,Vanessa,8,3974
2026-04-26,Headset,Vanessa,5,4783
2025-09-13,Headset,Gabriel,3,1930
2025-05-24,Monitor,Renata,8,4402
2025-02-25,Monitor,Renata,8,719
2025-05-31,Monitor,Bruno,7,167
2024-08-08,Mouse,Bruno,6,537
2025-11-06,Teclado,Amanda,7,210
2026-02-25,Notebook,Aline,4,392
2025-11-23,Teclado,Tatiane,6,2126
2026-02-17,Headset,Vinícius,4,243
2024-07-15,Notebook,Ana,4,541
2025-03-29,Mouse,Larissa,6,2576
2026-11-10,Headset,Vanessa,10,1390
2024-10-07,Headset,Ana,2,3102
2025-05-08,Monitor,Rafael,4,3242
2024-10-06,Teclado,Lucas,5,2097
2025-11-04,Headset,Priscila,8,2620
2026-01-29,Headset,Patrícia,5,3773
2024-05-17,Teclado,Lucas,1,4506
2025-10-02,Mouse,Aline,7,4886
2025-06-20,Mouse,Ana,6,2461
2024-03-27,Headset,Rafael,4,1844
2026-05-14,Notebook,Thiago,6,2580
2026-12-12,Teclado,Mariana,4,612
2025-08-18,Notebook,Felipe,1,136
2024-07-14,Headset,Ana,1,2794
2026-03-11,Mouse,Gabriel,1,4130
2025-05-29,Teclado,Diego,7,3717
2025-01-08,Teclado,Bruno,5,3288
2025-11-13,Teclado,Vanessa,9,430
2026-02-05,Headset,Juliana,1,3973
2026-09-21,Mouse,Diego,7,1100
2025-12-11,Notebook,Diego,8,3775
2026-06-21,Headset,Mariana,10,875
2025-05-29,Headset,Eduardo,5,3376
2026-01-08,Monitor,Lucas,7,1438
2025-04-04,Headset,Mariana,3,1705
2025-12-11,Headset,Felipe,1,1846
2025-12-26,Mouse,João,10,497
2024-10-20,Notebook,Vinícius,9,4282
